x1,x2,y
0.325,0.04375,-0.6797150515702735
0.325,0.05,-0.6703826998899614
0.325,0.05625,-0.6609320632701032
0.325,0.0625,-0.651392490755283
0.325,0.06875,-0.6417683017662944
0.325,0.07500000000000001,-0.6320841098743302
0.325,0.08125,-0.6223422829556851
0.325,0.0875,-0.6125847295841156
0.325,0.09375,-0.6028032230792695
0.325,0.1,-0.5930376762565879
0.35,0.0,-0.7214036
0.35,0.00625,-0.7123269818160788
0.35,0.0125,-0.703074113537496
0.35,0.018750000000000003,-0.6936709684792041
0.35,0.025,-0.6841199159046022
0.35,0.03125,-0.6744555126418056
0.35,0.037500000000000006,-0.6646617659351792
0.35,0.04375,-0.6547985888356915
0.35,0.05,-0.6448508558267738
0.35,0.05625,-0.634856934559103
0.35,0.0625,-0.6248222391396208
0.35,0.06875,-0.6147817243144389
0.35,0.07500000000000001,-0.6047434267845297
0.35,0.08125,-0.5947299894923269
0.35,0.0875,-0.5847701846759477
0.35,0.09375,-0.5748667341856648
0.35,0.1,-0.5650496109519063
0.375,0.0,-0.69735188
0.375,0.00625,-0.6875100644360809
0.375,0.0125,-0.6775421968979403
0.375,0.018750000000000003,-0.6674815130923601
0.375,0.025,-0.6573383833619396
0.375,0.03125,-0.6471363619107108
0.375,0.037500000000000006,-0.6368962463331775
0.375,0.04375,-0.6266524743487877
0.375,0.05,-0.6164178915172176
0.375,0.05625,-0.6062038677128725
0.375,0.0625,-0.5960435019281554
0.375,0.06875,-0.5859444483597984
0.375,0.07500000000000001,-0.5759430398948269
0.375,0.08125,-0.566047352822785
0.375,0.0875,-0.5562828182499817
0.375,0.09375,-0.5466574251575994
0.375,0.1,-0.537195905895375
0.4,0.0,-0.6695648
0.4,0.00625,-0.6592196201144142
0.4,0.0125,-0.6488250291231016
0.4,0.018750000000000003,-0.638438805752823
0.4,0.025,-0.6280350705316234
0.4,0.03125,-0.6176826867672487
0.4,0.037500000000000006,-0.6073716602335981
0.4,0.04375,-0.5971578374859005
0.4,0.05,-0.5870271649980329
0.4,0.05625,-0.5770174925755855
0.4,0.0625,-0.5671527084537693
0.4,0.06875,-0.5574370025496111
0.4,0.07500000000000001,-0.547897094385867
0.4,0.08125,-0.5385391858062892
0.4,0.0875,-0.5293805738150752
0.4,0.09375,-0.5204347177829447
0.4,0.1,-0.5117064216976341
0.425,0.0,-0.6396109999999999
0.425,0.00625,-0.6291435851544024
0.425,0.0125,-0.6187395155093439
0.425,0.018750000000000003,-0.6084228086774423
0.425,0.025,-0.5982052226367061
0.425,0.03125,-0.588129538760859
0.425,0.037500000000000006,-0.5781853435052279
0.425,0.04375,-0.5684204838377639
0.425,0.05,-0.5588468873962161
0.425,0.05625,-0.5494627505074291
0.425,0.0625,-0.5402969020652715
0.425,0.06875,-0.5313639672869194
0.425,0.07500000000000001,-0.522655230273317
0.425,0.08125,-0.5142012059470674
0.425,0.0875,-0.5059883478647204
0.425,0.09375,-0.49801666995239313
0.425,0.1,-0.4903000345458058
0.45,0.0,-0.6093748
0.45,0.00625,-0.5992314298173725
0.45,0.0125,-0.5892377362217807
0.45,0.018750000000000003,-0.5794378393535873
0.45,0.025,-0.5698259448586658
0.45,0.03125,-0.560433744694598
0.45,0.037500000000000006,-0.551260175700277
0.45,0.04375,-0.5423483262038412
0.45,0.05,-0.5336772090211332
0.45,0.05625,-0.5252683253341855
0.45,0.0625,-0.5171255423487893
0.45,0.06875,-0.5092462067521758
0.45,0.07500000000000001,-0.501634187966154
0.45,0.08125,-0.4942757489538461
0.45,0.0875,-0.48718474514819354
0.45,0.09375,-0.4803362063822739
0.45,0.1,-0.4737246638412927
0.475,0.0,-0.580625
0.475,0.00625,-0.571203742809262
0.475,0.0125,-0.5620155687416031
0.475,0.018750000000000003,-0.553086659969302
0.475,0.025,-0.5444192474334812
0.475,0.03125,-0.5360403183640287
0.475,0.037500000000000006,-0.5279307027294622
0.475,0.04375,-0.5201151096392443
0.475,0.05,-0.5125746930840206
0.475,0.05625,-0.5053190140007613
0.475,0.0625,-0.49832892268110435
0.475,0.06875,-0.49161223958822786
0.475,0.07500000000000001,-0.4851501986851963
0.475,0.08125,-0.4789215068224391
0.475,0.0875,-0.47291889954142513
0.475,0.09375,-0.467113373688835
0.475,0.1,-0.4615030112316806
0.5,0.0,-0.5545802
0.5,0.00625,-0.5461556383059427
0.5,0.0125,-0.5380321578904622
0.5,0.018750000000000003,-0.5302135903388279
0.5,0.025,-0.5226821468670255
0.5,0.03125,-0.5154567450963481
0.5,0.037500000000000006,-0.508517480842588
0.5,0.04375,-0.5018623109031807
0.5,0.05,-0.49548270619266327
0.5,0.05625,-0.48935317659502425
0.5,0.0625,-0.48346593617599887
0.5,0.06875,-0.4778132728190316
0.5,0.07500000000000001,-0.4723429363020918
0.5,0.08125,-0.46705258370160085
0.5,0.0875,-0.46190684572507434
0.5,0.09375,-0.45689113500658973
0.5,0.1,-0.4519595043899807
